SKD DEJAVNOST;SPOL;STATUS ZAPOSLITVE;LETO;RAZRED NETO - SKUPAJ;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;26754;1138;890;1196;945;891;941;938;1049;1107;1159;1401;1357;1521;1486;1586;1576;1491;1677;2004;2401
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;27203;1250;962;1258;1044;978;1006;967;1115;1113;1202;1338;1406;1388;1567;1453;1582;1450;1655;2000;2469
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;27052;1292;1119;1088;1026;1040;1034;948;1053;1063;1281;1337;1408;1350;1468;1472;1508;1472;1708;1996;2389
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;27132;1393;1079;1272;977;1043;1030;1029;1083;1125;1241;1376;1466;1444;1444;1427;1387;1368;1712;1909;2327
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;27906;1540;1269;1254;939;1088;1017;1060;1125;1097;1308;1392;1365;1432;1456;1446;1465;1456;1763;2009;2425
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;29341;1417;1480;1216;1129;990;964;1133;1221;1284;1255;1466;1403;1487;1506;1587;1494;1602;1917;2253;2537
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;31051;1379;1529;1390;1214;1027;1082;1108;1242;1358;1484;1488;1591;1599;1673;1678;1657;1654;1959;2242;2697
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;29303;1207;1228;1138;975;895;885;983;1132;1317;1354;1505;1514;1620;1702;1741;1714;1559;1890;2228;2716
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;15755;624;475;396;381;531;510;495;591;615;608;712;782;908;899;1008;997;915;1030;1460;1818
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;15511;542;488;427;554;481;558;549;592;613;635;654;781;861;887;974;920;915;988;1391;1701
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;14883;569;471;455;604;501;519;557;567;517;620;615;792;820;859;826;923;808;969;1296;1595
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;14522;555;492;540;490;387;523;513;530;541;573;670;766;748;830;821;911;822;978;1279;1553
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;14679;592;448;694;550;499;505;486;561;573;602;714;699;758;747;818;876;810;953;1259;1535
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;14936;702;530;696;553;560;546;548;617;594;606;647;710;669;781;749;873;807;921;1246;1581
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;14954;733;671;622;532;561;591;509;574;581;633;653;695;691;748;765;851;822;936;1268;1518
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;14960;794;617;707;549;582;566;547;598;569;655;651;741;744;746;744;760;740;986;1178;1486
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;15418;855;700;711;492;609;543;607;603;567;650;726;672;740;748;757;803;793;1028;1248;1566
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;16299;781;838;666;578;515;520;617;668;667;655;722;737;767;769;878;833;915;1091;1424;1658
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;17269;770;892;751;600;517;587;593;672;692;772;752;827;854;922;921;920;957;1135;1393;1742
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;15879;642;676;583;469;446;446;487;582;673;707;751;756;787;876;946;963;880;1105;1367;1737
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;12326;560;484;355;375;398;394;389;517;486;599;669;737;848;866;828;771;732;628;825;865
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;12376;623;469;444;424;376;423;471;489;541;608;573;772;850;795;802;721;694;676;807;818
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;12599;620;433;474;432;450;406;452;507;556;565;648;831;769;823;814;754;682;718;813;852
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;11975;552;373;448;371;353;370;469;465;549;565;669;770;756;777;776;696;699;730;733;854
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;12075;546;442;502;395;392;436;452;488;534;557;687;658;763;739;768;700;681;724;745;866
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;12267;548;432;562;491;418;460;419;498;519;596;691;696;719;786;704;709;643;734;754;888
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;12098;559;448;466;494;479;443;439;479;482;648;684;713;659;720;707;657;650;772;728;871
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;12172;599;462;565;428;461;464;482;485;556;586;725;725;700;698;683;627;628;726;731;841
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;12488;685;569;543;447;479;474;453;522;530;658;666;693;692;708;689;662;663;735;761;859
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;13042;636;642;550;551;475;444;516;553;617;600;744;666;720;737;709;661;687;826;829;879
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;13782;609;637;639;614;510;495;515;570;666;712;736;764;745;751;757;737;697;824;849;955
M STROKOVNE, ZNANSTVENE IN TEHNICNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;13424;565;552;555;506;449;439;496;550;644;647;754;758;833;826;795;751;679;785;861;979
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;15323;2544;1916;1538;1369;1043;844;673;660;666;654;571;506;449;432;335;301;233;212;188;189
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;14615;3060;1668;1428;1238;1026;887;640;609;557;526;444;426;419;323;326;310;383;283;265;151
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;14190;2243;2109;1584;1364;1084;779;620;599;518;458;432;414;344;304;315;310;383;184;265;152
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;13033;1431;1705;1719;1597;1187;822;590;562;505;405;367;386;275;291;279;293;233;269;246;240
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;14069;1391;1837;2017;1687;1334;934;634;542;551;469;416;413;339;316;312;243;249;290;168;125
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;16066;1744;1897;2603;1720;1266;905;728;694;621;599;563;515;464;357;368;281;234;204;175;162
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;16642;1680;2237;2204;1798;1399;1067;848;691;628;574;549;534;472;417;392;289;261;217;191;194
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;18047;1726;2027;2126;2159;1793;1270;934;804;742;642;652;569;520;495;401;288;254;258;182;205
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;18777;1917;2157;2051;2204;1806;1231;1003;896;782;670;689;612;521;459;368;327;304;250;194;232
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;19332;1924;2179;2113;2220;1714;1340;1054;921;848;728;709;639;560;515;428;359;314;268;235;264
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;20310;2082;2306;2248;2264;1724;1339;1118;937;882;873;777;715;611;527;416;406;310;276;247;252
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;17536;1766;1833;1832;1804;1504;1357;1169;928;774;675;660;636;597;530;395;301;229;187;156;203
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;8751;795;683;884;922;731;642;493;474;468;451;384;343;286;279;205;178;140;123;123;147
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;8046;920;710;826;807;672;576;465;446;400;359;285;292;259;213;154;127;126;105;81;102
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;7589;595;865;916;842;655;510;439;426;364;296;258;244;197;203;154;136;107;97;88;102
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;7144;449;702;882;988;702;512;483;385;353;254;227;226;196;180;144;121;111;102;84;110
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;7702;435;781;1010;1020;792;595;421;383;368;337;255;259;237;185;159;123;108;97;98;92
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;9390;613;918;1530;1118;776;579;481;468;420;404;358;323;287;244;215;176;140;117;102;119
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;9808;653;1155;1336;1135;806;606;584;479;415;381;372;342;289;260;235;190;177;144;125;124
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;10531;618;906;1161;1347;1100;797;664;553;500;444;438;360;309;313;239;176;171;176;126;133
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;10843;661;885;1039;1355;1156;830;726;595;533;460;448;371;305;268;219;194;208;154;122;153
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;11218;760;942;1064;1250;1064;919;739;644;579;471;477;429;367;331;272;212;195;170;156;177
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;11626;712;1008;1149;1347;1053;928;750;649;569;553;503;445;403;324;251;276;195;180;168;163
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;9926;644;734;918;1050;953;866;786;589;492;447;425;392;356;325;260;199;148;116;92;134
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;6572;1749;1233;654;447;312;202;180;186;198;203;187;163;163;153;130;123;93;89;65;42
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;6569;2140;958;602;431;354;311;175;163;157;167;159;134;160;286;323;382;217;239;363;219
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;6601;1648;1244;668;522;429;269;181;173;154;162;174;170;147;145;137;108;75;87;102;50
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;5889;982;1003;837;609;485;310;153;177;152;151;140;160;200;213;248;287;254;276;262;303
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;6367;956;1056;1007;667;542;339;213;159;183;173;161;154;173;131;147;111;101;104;70;132
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;6676;1131;979;1073;602;490;326;247;226;201;195;207;192;177;151;153;105;98;93;87;104
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;6834;1027;1082;868;663;593;461;264;212;213;193;177;192;183;157;157;99;84;73;66;70
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;7516;1108;1121;965;812;693;473;270;251;242;198;214;209;211;182;162;112;83;82;56;72
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;7934;1256;1272;1012;849;650;401;277;301;249;210;241;232;207;183;148;133;96;96;69;79
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;8114;1164;1237;1049;970;650;421;315;277;269;257;232;210;193;184;156;147;119;98;79;87
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;8684;1370;1298;1099;917;671;411;368;288;313;320;274;270;208;203;165;130;115;96;79;89
N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;7610;1122;1099;914;754;551;491;383;339;282;228;235;244;241;205;135;102;81;71;64;69
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;43941;333;281;351;403;663;763;1101;1306;1717;2066;2851;3219;3215;3190;3659;3928;3310;3099;4700;3786
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;44760;350;265;446;387;766;1112;1515;1869;2221;2704;3133;2958;2882;3093;3602;3538;2900;2995;4574;3450
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;44209;378;379;432;449;861;1232;1649;1960;2164;2838;3077;2832;2691;3061;3488;3428;2753;2946;4417;3174
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;40277;318;359;411;535;1031;1333;1781;1907;2139;2776;2748;2488;2434;2941;3136;2886;2380;2620;3698;2356
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;35764;260;329;390;476;990;1391;1927;1828;1923;2306;2139;1975;2237;2467;2362;2154;2072;2574;3795;2169
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;43107;304;382;543;614;1132;1585;1941;1957;2358;2886;2654;2593;3072;3155;3225;2958;2556;3063;4015;2114
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;36981;316;402;385;568;1006;1414;1769;1728;1974;2284;2279;2194;2698;2585;2822;2423;2125;2570;3498;1941
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;42012;323;449;461;644;944;1357;1429;1683;2309;2343;2325;2475;2878;3095;3051;3136;2767;3527;4531;2285
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;42790;335;394;439;628;976;1269;1337;1643;2201;2394;2285;2700;2967;3090;3083;3088;3043;3715;4809;2530
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;39866;323;333;398;655;956;1087;1167;1700;1877;2127;2162;2474;2748;2852;2803;3089;3092;3530;4357;2136
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;43093;309;321;399;628;821;917;1140;1462;1803;1991;2246;2461;2450;2832;3171;3346;3798;4713;5522;2763
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;43763;311;318;542;729;850;914;1085;1482;1623;1791;2028;2181;2375;2615;2986;3522;3961;5280;6347;2823
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;21562;30;40;63;104;226;230;318;362;527;703;1052;1331;1655;1840;2231;2733;2104;1692;2323;1998
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;22115;32;46;118;96;257;330;585;731;917;1024;1260;1351;1561;1784;2322;2384;1789;1558;2217;1753
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;22145;31;77;133;150;272;440;679;812;838;1172;1339;1396;1537;1780;2217;2348;1641;1491;2160;1632
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;19687;45;87;115;175;334;450;702;785;805;1131;1217;1258;1349;1655;2079;1926;1376;1260;1758;1180
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;15785;32;91;149;167;360;603;850;773;728;795;817;921;1042;1188;1264;1112;951;1173;1704;1065
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;21157;56;86;181;233;386;645;818;790;882;1215;1192;1384;1674;1878;2097;1858;1349;1461;1938;1034
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;17675;60;126;128;190;371;571;740;710;710;936;1009;1141;1451;1502;1773;1472;1124;1149;1585;927
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;20299;67;134;177;219;326;455;492;591;798;914;1038;1231;1532;1809;1968;1948;1561;1749;2160;1130
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;20509;65;128;150;205;318;423;450;601;753;892;936;1284;1585;1757;1857;1936;1727;1907;2311;1224
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;19350;58;127;139;214;311;362;358;566;640;778;845;1149;1508;1666;1698;1942;1845;1891;2189;1064
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;20253;66;109;140;203;235;323;380;410;558;648;721;890;1112;1448;1746;1981;2254;2731;2842;1456
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;20428;56;90;180;215;273;281;353;424;436;514;612;769;985;1204;1534;1930;2221;3157;3600;1594
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;22379;303;241;288;299;437;533;783;944;1190;1363;1799;1888;1560;1350;1428;1195;1206;1407;2377;1788
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;22645;318;219;328;291;509;782;930;1138;1304;1680;1873;1607;1321;1309;1280;1154;1111;1437;2357;1697
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;22064;347;302;299;299;589;792;970;1148;1326;1666;1738;1436;1154;1281;1271;1080;1112;1455;2257;1542
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;20590;273;272;296;360;697;883;1079;1122;1334;1645;1531;1230;1085;1286;1057;960;1004;1360;1940;1176
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;19979;228;238;241;309;630;788;1077;1055;1195;1511;1322;1054;1195;1279;1098;1042;1121;1401;2091;1104
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;21950;248;296;362;381;746;940;1123;1167;1476;1671;1462;1209;1398;1277;1128;1100;1207;1602;2077;1080
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;19306;256;276;257;378;635;843;1029;1018;1264;1348;1270;1053;1247;1083;1049;951;1001;1421;1913;1014
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;21713;256;315;284;425;618;902;937;1092;1511;1429;1287;1244;1346;1286;1083;1188;1206;1778;2371;1155
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;21816;271;266;289;423;658;846;887;1042;1448;1502;1349;1416;1382;1333;1226;1152;1316;1808;2498;1306
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;20516;265;206;259;441;645;725;809;1134;1237;1349;1317;1325;1240;1186;1105;1147;1247;1639;2168;1072
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;22840;243;212;259;425;586;594;760;1052;1245;1343;1525;1571;1338;1384;1425;1365;1544;1982;2680;1307
O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;23335;255;228;362;514;577;633;732;1058;1187;1277;1416;1412;1390;1411;1452;1592;1740;2123;2747;1229
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;50812;653;666;1025;1399;1582;1250;1421;1618;1571;1321;1370;1666;1854;2521;2712;3853;7733;9607;4986;2004
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;51194;937;1069;1433;1945;1722;1540;1728;1093;1246;1237;1419;1718;2097;2315;2487;5285;8097;8521;4349;2040
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;52630;1378;1454;1468;1945;1125;1494;1728;1331;1195;1391;1495;2091;2464;2406;2678;4704;7718;8152;4181;1814
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;52342;1854;1700;1610;1945;2209;1659;1514;1331;1221;1331;1846;2405;2097;2192;2763;5285;7845;7345;3839;1658
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;51895;2380;2116;1458;2079;1972;1463;1418;1331;1105;1425;1956;2458;2246;2076;2924;5625;7525;6480;3206;1438
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;52660;2459;2059;1973;2159;1850;1532;1379;1183;1351;1668;2243;2196;2079;2395;3302;5625;7512;6211;3280;1506
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;52632;2900;2204;1845;2121;1725;1562;1303;1199;1324;1644;2135;2209;1928;2381;3310;5138;7391;5882;2978;1453
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;53526;2949;2060;2090;1968;1737;1546;1395;1256;1235;1838;1941;1945;1993;2594;3668;6275;7778;5249;2563;1446
